,lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar
8698,11,4,8,6,6,7,8,7,3,5
8699,11,4,7,5,5,3,7,4,1,8
8700,11,4,9,6,7,4,9,4,1,9
8701,11,2,7,4,5,2,6,4,3,7
8702,11,5,7,6,5,4,6,6,7,10
8703,11,3,7,4,5,2,5,4,1,7
8704,11,3,8,3,6,1,0,1,5,8
8705,11,1,3,2,2,1,7,4,1,8
8706,11,2,3,2,1,1,4,4,4,6
8707,11,2,5,3,4,2,4,4,5,6
8708,11,3,8,4,6,3,4,4,4,6
8709,11,2,5,3,4,2,4,4,4,6
8710,11,3,4,4,7,1,0,1,6,8
8711,11,4,10,5,8,4,6,4,1,8
8712,11,6,12,6,6,4,8,3,3,11
8713,11,3,6,5,4,3,6,4,1,8
8714,11,3,2,3,3,2,4,4,5,6
8715,11,2,7,3,5,2,8,4,3,8
8716,11,6,9,8,7,6,6,6,8,11
8717,11,6,13,5,8,3,8,3,3,8
8718,11,4,7,5,5,6,7,7,3,5
8719,11,5,9,5,5,3,7,5,3,8
8720,11,3,9,5,7,3,8,4,0,9
8721,11,4,9,5,6,4,5,5,1,7
8722,11,4,9,6,6,3,7,3,1,7
8723,11,2,5,3,4,1,5,5,1,8
8724,11,3,9,4,7,3,6,4,1,8
8725,11,1,0,2,1,0,2,1,6,8
8726,11,6,11,9,8,11,7,8,3,6
8727,11,8,13,8,8,5,9,3,3,9
8728,11,3,10,3,8,2,0,2,3,8
8729,11,3,3,3,4,1,1,0,6,8
8730,11,4,10,5,7,3,7,4,0,8
8731,11,2,3,3,2,1,7,4,2,8
8732,11,6,15,6,8,4,7,5,3,9
8733,11,7,15,6,8,3,10,2,3,10
8734,11,6,9,8,8,7,7,7,4,10
8735,11,4,8,5,6,3,7,4,1,8
8736,11,2,2,3,4,2,4,4,4,6
8737,11,3,2,4,4,2,4,4,4,6
8738,11,2,4,4,3,2,6,4,1,8
8739,11,3,7,3,5,1,0,1,6,8
8740,11,2,5,3,3,2,5,4,5,6
8741,11,2,5,4,4,2,7,3,1,8
8742,11,2,2,3,4,2,4,4,5,6
8743,11,5,11,6,8,5,3,4,3,5
8744,11,1,0,1,1,0,2,2,5,8
8745,11,3,7,5,5,2,4,2,7,6
8746,11,4,9,4,7,2,0,2,4,8
8747,11,2,3,2,5,1,0,1,5,8
8748,11,3,6,4,4,3,6,7,9,11
8749,11,1,0,1,1,0,2,1,5,8
8750,11,3,7,4,5,2,4,5,2,5
8751,11,4,8,5,6,2,3,1,7,5
8752,11,4,9,6,8,5,8,7,4,11
8753,11,5,11,5,8,2,0,0,6,8
8754,11,2,6,4,4,2,6,4,2,7
8755,11,1,3,2,1,0,6,4,1,9
8756,11,2,4,3,3,1,7,4,1,8
8757,11,4,9,5,7,3,3,4,3,5
8758,11,4,11,5,8,3,3,3,5,6
8759,11,2,8,4,6,3,7,4,1,8
8760,11,6,10,6,5,3,7,5,4,9
8761,11,1,3,2,2,1,7,4,2,8
8762,11,1,0,1,0,0,2,1,6,8
8763,11,3,3,3,5,1,0,1,6,8
8764,11,3,6,4,4,2,5,3,6,5
8765,11,1,0,1,0,0,2,2,5,8
8766,11,5,10,5,5,3,10,3,3,10
8767,11,1,0,1,0,0,2,2,5,8
8768,11,5,10,7,8,5,5,4,1,7
8769,11,6,11,9,8,11,7,7,3,7
8770,11,2,3,2,2,1,4,3,4,6
8771,11,2,4,4,3,2,6,4,1,8
8772,11,3,4,3,6,1,0,1,5,8
8773,11,2,3,2,4,1,0,1,5,8
8774,11,3,6,3,4,1,1,0,6,8
8775,11,4,9,5,8,6,7,6,5,10
8776,11,4,10,6,8,4,7,4,1,8
8777,11,4,5,5,4,2,4,4,5,5
8778,11,3,2,4,4,2,4,4,5,6
8779,11,6,12,5,7,3,10,2,4,9
8780,11,3,5,3,3,2,4,3,5,6
8781,11,2,7,3,5,2,4,4,6,6
8782,11,3,4,4,6,1,0,0,6,8
8783,11,2,3,3,4,1,0,1,5,8
8784,11,1,3,3,1,1,6,4,1,9
8785,11,4,10,5,8,4,7,4,2,8
8786,11,3,7,5,5,2,6,4,1,8
8787,11,3,7,3,5,1,0,1,6,8
8788,11,3,6,4,4,3,9,4,1,9
8789,11,1,0,1,0,0,2,2,5,8
8790,11,4,8,5,6,3,2,4,2,6
8791,11,3,8,3,6,2,0,2,4,8
8792,11,5,10,6,8,5,9,3,2,9
8793,11,4,7,6,6,5,7,7,4,11
8794,11,2,3,2,2,1,5,4,5,6
8795,11,4,10,6,7,4,8,4,0,9
8796,11,4,8,4,6,2,0,1,5,8
8797,11,4,10,5,8,3,0,2,4,8
8798,11,3,6,3,4,1,1,0,6,8
8799,11,3,9,3,7,1,0,1,5,8
8800,11,3,6,4,4,2,5,3,3,6
8801,11,3,8,4,6,4,5,5,3,5
8802,11,3,6,4,4,2,4,5,2,6
8803,11,6,11,7,8,7,6,6,9,12
8804,11,3,6,4,6,4,8,6,5,10
8805,11,4,8,5,6,3,7,3,2,7
8806,11,4,8,6,6,4,6,5,1,8
8807,11,2,6,2,4,1,0,1,5,8
8808,11,1,4,3,3,1,6,4,1,8
8809,11,3,5,4,8,1,0,1,5,8
8810,11,4,9,5,6,4,6,4,4,5
8811,11,4,10,6,7,7,6,7,3,5
8812,11,5,11,6,8,6,6,6,6,10
8813,11,3,7,4,5,2,4,3,5,5
8814,11,5,5,5,7,1,0,0,7,8
8815,11,1,4,2,3,1,7,4,1,8
8816,11,3,7,5,5,2,6,3,3,7
8817,11,1,0,1,1,0,1,1,5,8
8818,11,4,8,6,6,4,6,5,2,7
8819,11,3,9,4,7,3,7,4,2,7
8820,11,1,0,2,1,0,2,1,6,8
8821,11,3,7,4,5,3,9,3,1,9
8822,11,8,15,8,9,5,7,4,3,8
8823,11,5,10,5,8,3,0,1,5,8
8824,11,4,9,5,7,4,3,3,5,6
8825,11,3,3,4,5,1,1,0,6,8
8826,11,1,3,2,2,1,7,4,2,8
8827,11,5,9,5,7,2,0,1,5,8
8828,11,3,7,5,5,3,7,3,2,8
8829,11,3,7,4,5,2,4,4,3,5
8830,11,1,3,2,2,1,6,5,2,8
8831,11,3,5,5,4,2,7,4,1,8
8832,11,2,3,3,2,1,6,4,1,8
8833,11,3,5,4,5,3,8,7,4,10
8834,11,3,6,4,4,2,5,4,3,5
8835,11,5,9,5,4,3,7,5,3,8
8836,11,5,9,6,7,5,6,6,8,11
8837,11,2,5,3,4,2,7,4,1,8
8838,11,1,3,3,2,1,6,4,1,8
8839,11,2,5,4,4,2,6,4,1,8
8840,11,1,3,2,1,1,7,3,1,9
8841,11,3,3,3,5,1,0,1,6,8
8842,11,1,0,2,1,0,2,1,6,8
8843,11,2,1,2,2,1,4,4,4,6
8844,11,5,11,7,8,5,5,3,6,5
8845,11,2,5,4,3,2,7,3,2,8
8846,11,6,10,8,8,7,6,6,6,10
8847,11,4,8,5,7,5,8,7,5,11
8848,11,4,8,5,7,5,8,5,4,11
8849,11,4,10,4,7,2,0,2,4,8
8850,11,3,7,4,5,2,4,4,3,6
8851,11,3,6,3,4,1,0,1,6,8
8852,11,4,11,5,8,3,6,4,3,7
8853,11,6,15,6,8,4,5,7,4,7
8854,11,4,9,6,7,4,6,5,0,8
8855,11,6,11,6,6,3,6,6,5,9
8856,11,3,6,3,4,2,0,2,4,8
8857,11,4,8,6,6,4,7,4,1,8
8858,11,4,9,5,7,3,3,3,6,6
8859,11,5,10,7,7,3,6,4,1,7
8860,11,2,2,3,3,1,4,4,3,6
8861,11,3,7,4,5,2,5,2,7,5
8862,11,2,6,3,4,1,3,3,6,6
8863,11,5,11,6,9,4,4,4,1,6
8864,11,4,4,4,6,1,0,0,6,8
8865,11,3,7,4,5,3,9,3,1,10
8866,11,4,10,4,8,1,0,1,6,8
8867,11,3,6,4,6,4,8,6,5,11
8868,11,4,8,6,6,6,7,7,3,6
8869,11,2,7,2,5,1,0,1,5,8
8870,11,4,11,5,8,4,7,4,1,8
8871,11,6,11,8,8,6,5,4,2,7
8872,11,4,9,4,7,2,0,2,4,8
8873,11,2,3,2,2,1,4,5,2,6
8874,11,2,4,4,3,1,6,4,1,8
8875,11,3,2,4,4,1,5,2,7,5
8876,11,2,5,4,4,2,6,4,1,8
8877,11,2,4,2,3,1,3,4,3,6
8878,11,4,8,5,6,3,3,4,2,6
8879,11,4,10,5,8,3,5,4,3,6
8880,11,2,3,3,2,1,6,4,2,8
8881,11,2,4,4,3,2,7,4,1,8
8882,11,2,5,4,4,2,7,4,1,8
8883,11,3,11,5,8,3,4,3,5,5
8884,11,4,9,5,4,3,9,4,3,10
8885,11,3,8,4,6,2,0,2,4,8
8886,11,3,8,4,6,2,9,3,1,9
8887,11,3,2,4,3,2,5,4,5,6
8888,11,2,6,3,4,2,5,4,3,7
8889,11,5,9,5,7,1,0,0,7,8
8890,11,4,10,5,8,3,4,4,1,7
8891,11,2,2,2,4,1,0,1,5,8
8892,11,5,5,5,8,1,0,0,6,8
8893,11,1,3,2,2,1,7,4,2,8
8894,11,2,1,3,2,1,4,4,4,6
8895,11,3,7,4,5,2,6,3,1,8
8896,11,3,6,3,4,1,0,1,6,8
8897,11,3,7,4,5,3,6,5,7,10
8898,11,5,11,5,6,3,7,4,3,8
8899,11,2,0,2,1,0,2,1,6,8
8900,11,4,8,5,7,5,8,5,5,11
8901,11,3,7,4,5,5,7,8,3,6
8902,11,4,11,6,8,4,7,4,2,7
8903,11,2,6,4,4,2,9,4,1,10
8904,11,4,8,6,6,3,5,4,1,7
8905,11,3,5,4,3,2,4,4,4,6
8906,11,1,3,2,2,1,7,4,1,9
8907,11,4,11,6,9,5,8,4,0,9
8908,11,6,11,8,8,5,7,5,0,7
8909,11,4,11,6,8,3,4,4,4,5
8910,11,4,7,5,5,2,5,4,2,7
8911,11,3,8,4,6,2,2,4,3,6
8912,11,3,7,4,5,2,6,4,2,8
8913,11,2,3,2,2,1,4,4,4,6
8914,11,5,11,6,9,5,4,3,8,6
8915,11,2,6,2,4,0,0,2,5,8
8916,11,4,8,5,6,4,8,5,8,11
8917,11,3,6,3,4,1,1,0,6,8
8918,11,2,5,3,4,2,4,4,4,6
8919,11,3,7,4,5,2,5,4,4,5
8920,11,4,10,4,8,1,0,1,5,8
8921,11,2,0,2,1,0,2,0,6,8
8922,11,5,9,7,7,5,6,4,2,8
8923,11,3,9,5,6,3,5,4,2,7
8924,11,1,4,2,3,1,7,3,1,8
8925,11,4,10,5,7,4,4,4,3,6
8926,11,5,12,5,6,3,9,3,3,9
8927,11,8,13,7,7,3,6,4,3,8
8928,11,8,13,8,8,5,7,4,3,8
8929,11,5,11,8,9,9,7,8,3,7
8930,11,3,7,4,5,2,7,4,2,8
8931,11,2,6,3,4,1,0,1,5,8
8932,11,7,15,7,8,5,9,3,4,9
8933,11,1,3,2,2,1,7,4,2,8
8934,11,1,0,1,1,0,1,1,5,8
8935,11,5,9,6,7,5,5,6,5,10
8936,11,5,11,5,8,2,0,0,6,8
8937,11,3,8,5,6,3,6,4,1,8
8938,11,4,8,5,6,4,3,4,4,6
8939,11,4,9,5,7,1,0,0,6,8
8940,11,1,0,1,0,0,2,1,6,8
8941,11,3,8,5,6,4,4,4,4,6
8942,11,2,7,3,5,1,0,1,4,8
8943,11,3,7,4,5,2,7,4,1,8
8944,11,7,15,7,8,5,9,3,3,9
8945,11,3,7,4,5,3,7,4,1,8
8946,11,4,6,6,4,4,6,6,7,10
8947,11,3,6,4,4,2,5,3,1,7
8948,11,1,3,2,1,1,6,4,1,8
8949,11,2,8,3,6,2,3,5,2,6
8950,11,2,1,2,1,0,2,1,6,8
8951,11,6,14,6,8,4,8,4,3,10
8952,11,3,6,3,4,1,1,0,6,8
8953,11,4,10,4,8,1,0,0,6,8
8954,11,5,11,7,9,6,8,4,0,9
8955,11,3,9,3,7,2,0,2,3,8
8956,11,4,11,6,8,3,4,4,3,6
8957,11,4,8,6,6,4,8,4,1,9
8958,11,9,15,8,8,4,9,2,4,8
8959,11,2,4,3,3,1,7,4,1,8
8960,11,3,8,3,6,1,0,1,5,8
8961,11,5,10,7,8,5,8,4,1,9
8962,11,3,10,3,8,1,0,1,5,8
8963,11,4,10,6,7,8,8,8,3,8
8964,11,4,8,5,7,5,7,6,4,11
8965,11,4,8,5,7,5,8,6,4,9
8966,11,4,8,5,6,3,4,3,5,5
8967,11,2,5,3,4,2,7,4,1,8
8968,11,3,4,4,7,1,0,1,6,8
8969,11,3,6,4,5,4,9,7,4,10
8970,11,4,9,5,8,5,6,8,4,10
8971,11,1,3,2,1,1,6,4,1,8
8972,11,3,9,4,6,3,6,5,0,8
8973,11,3,7,4,5,2,3,4,3,5
8974,11,3,7,5,5,2,3,3,6,6
8975,11,5,11,6,8,5,8,4,0,9
8976,11,4,8,6,6,3,5,4,3,5
8977,11,3,7,4,5,2,6,4,1,8
8978,11,4,10,5,8,3,0,2,4,8
8979,11,4,10,6,7,8,7,7,3,4
8980,11,4,8,6,6,3,10,3,2,9
8981,11,3,10,3,7,1,0,1,5,8
8982,11,3,6,5,4,3,6,4,2,7
8983,11,3,3,4,4,1,1,0,6,8
8984,11,5,9,7,8,6,7,7,4,9
8985,11,2,6,4,4,1,5,4,1,7
8986,11,3,8,4,6,2,7,3,1,9
8987,11,2,6,3,4,2,4,5,1,6
8988,11,3,8,3,6,1,0,1,5,8
8989,11,4,9,6,7,4,4,4,3,6
8990,11,2,4,4,3,2,7,3,2,8
8991,11,5,10,7,8,5,5,5,1,5
8992,11,4,5,5,4,4,8,6,4,10
8993,11,1,0,1,0,0,2,2,5,8
8994,11,1,3,2,2,1,7,4,1,8
8995,11,2,7,2,5,1,0,1,5,8
8996,11,5,8,7,7,6,7,7,4,7
8997,11,4,7,4,5,2,1,1,5,8
8998,11,5,10,6,8,4,5,3,6,5
8999,11,3,6,4,4,2,4,4,4,6
9000,11,2,3,3,5,1,0,1,5,8
9001,11,3,7,5,5,4,7,6,7,10
9002,11,3,4,3,6,1,0,1,5,8
9003,11,4,11,5,8,3,6,4,0,8
9004,11,3,5,4,4,2,4,4,4,6
9005,11,2,3,4,2,1,7,3,1,8
9006,11,2,3,3,2,1,4,4,4,6
9007,11,4,7,5,5,3,7,4,1,8
9008,11,6,9,5,5,2,7,4,3,7
9009,11,2,5,3,3,1,7,4,1,8
9010,11,2,2,3,3,2,4,4,4,6
9011,11,2,8,3,6,1,0,1,5,8
9012,11,3,8,5,6,3,7,4,0,8
9013,11,4,9,6,8,6,7,6,5,10
9014,11,4,9,6,7,3,8,4,1,9
9015,11,2,4,3,3,1,8,3,1,9
9016,11,4,9,5,7,3,6,4,4,6
9017,11,2,4,3,3,1,5,4,4,6
9018,11,4,10,6,7,8,7,8,3,8
9019,11,4,9,5,7,4,4,5,3,6
9020,11,1,0,1,1,0,2,2,5,8
9021,11,3,8,4,6,3,8,4,1,9
9022,11,4,6,5,5,4,7,5,5,11
9023,11,3,8,5,6,3,8,4,1,9
9024,11,4,9,5,6,2,7,4,0,8
9025,11,2,7,4,5,2,7,4,2,8
9026,11,3,7,5,5,5,7,8,3,5
9027,11,3,5,4,4,3,8,9,4,10
9028,11,4,9,5,7,3,4,4,5,5
9029,11,3,7,4,5,2,3,4,3,5
9030,11,3,7,5,6,4,6,8,4,9
9031,11,7,11,9,9,7,9,7,8,15
9032,11,1,3,3,2,1,6,4,1,8
9033,11,4,9,6,6,3,7,3,2,7
9034,11,5,11,5,8,3,0,1,5,8
9035,11,2,7,4,5,5,7,8,2,5
9036,11,2,7,2,5,1,0,1,5,8
9037,11,2,5,4,3,2,7,3,1,8
9038,11,6,11,6,6,3,8,4,3,9
9039,11,5,10,5,5,3,5,7,3,7
9040,11,2,5,4,3,2,7,4,1,8
9041,11,5,11,6,8,5,4,4,4,5
9042,11,4,11,4,8,3,0,2,4,8
9043,11,5,10,7,7,4,5,4,3,6
9044,11,2,7,3,5,2,5,5,2,5
9045,11,2,4,3,3,1,6,4,1,8
9046,11,2,5,2,3,1,4,3,3,6
9047,11,3,9,5,7,3,7,5,1,8
9048,11,3,7,5,5,2,6,3,2,8
9049,11,4,9,4,6,1,0,0,6,8
9050,11,4,9,6,6,3,5,4,3,6
9051,11,2,6,4,4,2,6,4,3,7
9052,11,4,11,6,8,4,6,5,1,8
9053,11,4,7,5,5,3,6,4,5,5
9054,11,3,8,4,6,3,7,3,4,7
9055,11,7,10,9,7,7,6,6,9,13
9056,11,5,10,7,8,9,7,7,3,6
9057,11,3,8,4,6,3,5,5,2,7
9058,11,4,4,4,6,1,0,0,6,8
9059,11,2,6,2,4,1,0,1,5,8
9060,11,4,11,6,9,4,5,4,6,5
9061,11,1,3,2,1,1,7,5,1,9
9062,11,5,10,7,8,4,7,3,1,9
9063,11,4,10,5,8,3,5,3,6,5
9064,11,3,9,4,6,2,7,4,0,8
9065,11,3,6,5,4,2,5,5,1,7
9066,11,5,10,5,5,3,8,5,3,9
9067,11,3,5,4,4,2,4,4,4,6
9068,11,5,10,5,7,2,0,1,5,8
9069,11,4,10,5,8,4,6,4,4,5
9070,11,2,7,4,5,4,7,7,3,5
9071,11,5,9,7,7,3,6,4,1,8
9072,11,3,10,4,7,1,0,1,5,8
9073,11,3,6,4,4,2,7,3,2,7
9074,11,3,10,4,7,1,0,1,5,8
9075,11,4,6,5,6,4,7,7,4,10
9076,11,6,12,6,7,3,7,4,3,8
9077,11,4,10,4,8,1,0,1,6,8
9078,11,4,9,4,7,3,0,2,4,8
9079,11,3,7,4,5,3,5,5,2,5
9080,11,5,11,4,6,2,10,2,3,9
9081,11,4,3,4,5,1,1,0,6,8
9082,11,1,0,1,0,0,2,1,6,8
9083,11,5,10,4,5,2,9,3,4,9
9084,11,5,10,7,8,3,5,3,2,6
9085,11,2,6,3,4,2,4,5,1,5
9086,11,1,0,2,1,0,2,1,6,8
9087,11,8,14,7,8,3,8,3,3,8
9088,11,2,4,3,2,1,6,4,1,8
9089,11,3,6,3,4,1,1,0,6,8
9090,11,3,3,3,5,1,0,1,6,8
9091,11,2,7,2,5,1,0,1,5,8
9092,11,3,6,5,5,4,7,8,3,11
9093,11,3,4,3,3,1,4,4,4,6
9094,11,4,9,4,7,1,0,0,6,8
9095,11,4,4,4,6,1,0,0,6,8
9096,11,5,12,5,7,3,10,2,3,10
9097,11,2,3,2,5,1,0,1,5,8
9098,11,3,7,3,5,2,0,2,4,8
9099,11,2,7,4,5,2,9,4,1,10
9100,11,6,8,7,7,6,8,7,4,11
9101,11,4,8,5,7,4,6,7,4,10
9102,11,1,0,1,0,0,3,1,6,8
9103,11,3,7,4,5,1,0,0,6,8
9104,11,4,9,6,7,4,7,4,1,8
9105,11,3,4,3,7,1,0,1,5,8
9106,11,3,6,5,4,3,6,4,0,8
9107,11,6,9,5,4,2,8,3,3,8
9108,11,4,8,5,6,2,5,3,1,7
9109,11,6,15,6,8,3,7,3,3,8
9110,11,1,0,1,0,0,2,2,5,8
9111,11,2,2,3,4,2,5,4,5,6
9112,11,2,6,2,4,0,0,2,5,8
9113,11,2,3,2,2,1,4,3,4,6
9114,11,4,10,6,8,3,3,4,3,5
9115,11,4,8,6,6,4,8,4,1,9
9116,11,3,6,4,4,2,5,5,1,7
9117,11,2,5,3,3,1,4,4,4,6
9118,11,3,6,4,4,2,5,5,1,7
9119,11,2,5,3,4,1,7,3,1,8
9120,11,2,7,3,5,1,0,2,3,8
9121,11,5,11,6,8,4,10,3,2,9
9122,11,5,11,5,6,3,6,6,3,8
9123,11,3,9,5,7,2,7,3,2,8
9124,11,4,10,6,9,5,8,6,4,10
9125,11,3,7,3,5,1,0,1,6,8
9126,11,4,9,5,7,4,7,4,1,8
9127,11,4,9,5,7,4,9,4,1,9
9128,11,1,3,2,1,1,6,4,1,8
9129,11,1,4,3,3,1,7,3,1,8
9130,11,4,9,6,6,6,5,7,3,7
9131,11,7,13,6,7,3,5,5,3,7
9132,11,4,7,5,5,3,7,4,1,8
9133,11,1,3,2,2,1,5,4,4,6
9134,11,3,9,3,6,1,0,1,5,8
9135,11,3,7,5,5,3,7,4,1,8
9136,11,2,3,2,5,1,0,1,5,8
9137,11,4,9,4,6,2,0,2,4,8
9138,11,5,9,7,7,5,8,4,1,9
9139,11,7,12,7,6,4,6,6,4,8
9140,11,9,14,9,8,5,7,4,4,10
9141,11,3,6,5,4,5,7,8,3,6
9142,11,8,14,6,8,4,5,5,3,7
9143,11,3,8,4,6,2,4,3,6,6
9144,11,3,10,3,8,1,0,1,5,8
9145,11,3,6,3,4,1,0,1,6,8
9146,11,3,9,5,7,3,5,5,2,7
9147,11,3,9,5,7,4,5,5,1,6
9148,12,5,5,6,4,4,8,6,6,6
9149,12,5,10,8,8,6,12,6,2,8
9150,12,2,0,3,1,1,7,6,10,8
9151,12,6,9,9,8,11,7,7,4,5
9152,12,4,2,5,3,4,8,6,6,8
9153,12,4,5,8,4,4,7,6,3,8
9154,12,4,4,5,6,3,7,7,12,8
9155,12,4,10,5,8,6,8,5,11,5
9156,12,8,11,12,8,8,5,7,3,8
9157,12,5,9,6,6,6,8,5,11,7
9158,12,7,11,11,8,8,7,6,3,8
9159,12,5,9,6,7,6,7,5,11,8
9160,12,4,8,4,6,3,7,7,12,8
9161,12,5,10,7,8,8,6,6,6,9
9162,12,4,5,5,7,4,8,7,12,8
9163,12,6,11,7,8,7,8,6,11,8
9164,12,7,11,9,8,9,9,7,2,8
9165,12,4,5,7,3,4,8,7,3,7
9166,12,4,7,7,5,7,9,5,2,6
9167,12,5,7,7,6,9,5,8,5,8
9168,12,4,10,5,8,6,7,5,11,8
9169,12,2,4,4,3,3,10,6,3,8
9170,12,5,8,7,6,6,8,6,6,8
9171,12,7,11,9,8,11,7,8,6,11
9172,12,4,5,5,8,4,8,7,12,8
9173,12,3,1,4,3,3,8,6,6,7
9174,12,6,9,9,6,7,9,6,2,8
9175,12,5,7,7,5,4,11,6,3,9
9176,12,6,7,9,5,6,8,6,2,7
9177,12,5,8,7,6,6,8,7,2,8
9178,12,3,6,4,4,4,7,5,10,8
9179,12,5,8,9,6,10,8,6,3,7
9180,12,5,8,8,6,5,10,5,3,9
9181,12,5,7,9,5,10,9,7,3,5
9182,12,5,7,8,5,6,3,7,4,6
9183,12,3,6,6,4,6,9,4,2,7
9184,12,4,8,6,6,7,9,7,5,6
9185,12,5,10,6,8,4,8,7,12,8
9186,12,7,10,10,7,7,9,6,2,8
9187,12,7,10,9,8,11,8,6,6,8
9188,12,5,2,6,4,4,9,6,7,5
9189,12,7,13,8,7,5,9,3,2,9
9190,12,6,11,10,8,14,8,7,3,6
9191,12,9,13,11,8,6,10,2,2,9
9192,12,4,5,4,7,4,7,7,12,8
9193,12,4,4,4,6,3,8,7,12,8
9194,12,3,7,5,5,5,9,6,6,6
9195,12,4,7,5,5,3,7,7,12,8
9196,12,5,6,6,8,4,7,7,12,8
9197,12,4,2,5,4,4,8,6,6,7
9198,12,3,7,4,5,4,7,5,10,8
9199,12,6,10,8,8,7,6,7,3,7
9200,12,8,9,12,8,12,8,9,4,3
9201,12,9,10,13,8,10,3,8,4,6
9202,12,7,6,10,6,10,7,8,4,5
9203,12,3,8,4,6,3,8,6,12,8
9204,12,4,8,6,6,6,8,6,5,7
9205,12,4,8,6,6,7,7,8,6,7
9206,12,3,3,5,2,3,8,6,6,7
9207,12,5,11,6,9,8,7,10,6,8
9208,12,4,10,5,8,6,7,6,10,8
9209,12,6,7,9,5,6,9,6,2,8
9210,12,4,5,5,3,4,8,6,6,6
9211,12,6,9,7,4,3,12,2,3,9
9212,12,2,1,2,1,1,8,6,10,8
9213,12,5,6,8,4,5,8,6,2,8
9214,12,5,9,6,4,4,6,4,2,9
9215,12,4,9,5,6,5,8,6,11,8
9216,12,4,1,5,2,3,7,6,7,8
9217,12,4,7,6,5,8,11,7,3,6
9218,12,8,9,11,8,13,8,7,5,2
9219,12,1,0,2,0,1,7,6,9,8
9220,12,5,11,8,8,8,9,7,5,5
9221,12,6,9,8,7,8,8,7,2,8
9222,12,2,1,3,2,1,7,6,10,8
9223,12,4,4,5,3,3,6,6,6,8
9224,12,2,3,4,2,2,8,7,2,7
9225,12,6,9,8,8,11,7,7,4,5
9226,12,6,5,7,8,4,8,7,13,8
9227,12,4,8,5,6,3,7,7,12,8
9228,12,5,9,6,5,3,11,3,2,9
9229,12,3,6,4,4,4,8,5,10,7
9230,12,1,0,2,0,1,7,6,9,8
9231,12,3,7,5,5,5,8,7,5,7
9232,12,1,0,2,0,1,7,6,9,8
9233,12,6,9,9,6,7,9,6,2,8
9234,12,3,2,5,3,3,7,6,6,7
9235,12,4,9,5,6,3,7,7,12,8
9236,12,4,4,7,3,4,6,6,3,8
9237,12,5,10,7,5,4,12,3,5,8
9238,12,6,8,8,6,8,7,8,7,11
9239,12,5,7,7,6,8,6,8,5,7
9240,12,4,7,6,5,5,11,6,3,8
9241,12,5,5,7,4,6,9,8,4,5
9242,12,4,10,6,8,6,7,6,6,8
9243,12,6,8,9,6,6,11,6,2,9
9244,12,8,10,11,7,7,5,6,4,7
9245,12,13,14,13,8,6,5,9,5,8
9246,12,9,12,11,7,5,13,2,5,9
9247,12,4,10,5,8,6,7,5,11,9
9248,12,5,6,8,4,4,7,6,3,8
9249,12,3,4,4,3,3,7,6,6,8
9250,12,5,10,8,8,7,8,6,6,7
9251,12,3,5,4,4,4,8,6,6,7
9252,12,6,11,9,8,12,9,7,3,5
9253,12,6,8,9,6,9,10,6,3,6
9254,12,5,8,8,6,7,9,7,2,8
9255,12,9,12,12,7,5,10,2,3,8
9256,12,7,12,8,6,5,7,3,3,8
9257,12,3,2,5,3,4,8,6,6,8
9258,12,3,7,4,5,4,7,6,5,10
9259,12,7,9,11,6,8,4,7,3,7
9260,12,2,3,3,4,2,8,6,11,8
9261,12,4,2,5,3,4,6,6,6,8
9262,12,11,15,10,8,6,8,11,5,7
9263,12,4,8,6,6,5,10,6,6,5
9264,12,3,4,4,3,3,7,6,6,9
9265,12,2,1,3,2,2,8,6,6,8
9266,12,5,5,8,4,4,10,5,3,9
9267,12,4,6,5,4,2,8,7,12,8
9268,12,5,9,6,4,3,12,3,4,9
9269,12,3,7,4,5,4,8,6,5,7
9270,12,3,4,4,3,3,8,6,6,8
9271,12,4,4,6,3,4,8,6,2,8
9272,12,3,4,6,3,3,7,6,3,8
9273,12,4,5,7,3,4,8,6,3,8
9274,12,9,14,11,8,7,6,4,3,8
9275,12,2,3,3,2,2,8,6,6,8
9276,12,3,4,4,3,3,8,6,6,7
9277,12,4,7,5,5,3,8,7,12,8
9278,12,5,10,6,7,6,8,5,11,6
9279,12,2,0,2,1,1,7,6,10,8
9280,12,6,7,9,6,9,5,9,5,8
9281,12,5,9,6,7,4,7,7,12,8
9282,12,4,2,5,4,4,8,6,6,8
9283,12,6,9,7,4,4,7,3,3,9
9284,12,9,14,11,8,7,5,4,4,8
9285,12,5,10,5,8,4,7,7,12,8
9286,12,3,4,6,3,3,7,6,3,9
9287,12,5,5,5,7,4,8,7,12,8
9288,12,4,9,5,7,4,7,7,12,8
9289,12,2,0,2,1,1,7,6,10,8
9290,12,3,7,5,5,6,7,8,6,9
9291,12,4,3,4,5,3,7,7,12,8
9292,12,6,8,8,7,9,7,9,4,7
9293,12,4,10,6,7,6,8,6,5,8
9294,12,4,2,5,4,4,8,6,6,6
9295,12,3,4,5,3,3,8,6,2,8
9296,12,6,9,7,4,4,5,9,4,8
9297,12,3,8,4,6,3,7,7,11,8
9298,12,8,10,12,7,9,10,6,2,9
9299,12,7,10,9,8,8,8,6,6,7
9300,12,3,6,3,4,2,8,6,11,8
9301,12,3,4,5,3,3,5,6,3,8
9302,12,4,7,6,5,4,6,6,7,9
9303,12,6,10,8,8,9,8,7,7,12
